-23161.26,-36740.85,21.94,1.0
-23139.49,-36739.94,3.21,2.0
-23135.24,-36750.46,9.34,3.0
-23147.36,-36746.09,17.92,4.0
-23160.06,-36749.88,25.13,5.0
-23144.95,-36736.41,13.64,6.0
-23129.66,-36740.88,5.17,7.0
-23162.37,-36734.83,5.16,8.0
-23134.81,-36730.36,7.49,9.0
-23147.78,-36730.71,0.92,10.0
-23133.62,-36746.28,11.68,11.0
-23150.72,-36750.37,1.6,12.0
-23163.93,-36743.82,2.1,13.0
-23136.28,-36737.44,22.59,14.0
-23156.05,-36737.14,2.36,15.0
-23144.2,-36750.07,4.2,16.0
-23129.53,-36750.32,4.81,17.0
-23136.22,-36743.76,9.19,18.0
-23164.32,-36747.87,6.06,19.0
-23142.82,-36738.51,5.52,20.0
-23138.31,-36734.11,13.04,21.0
-23162.0,-36739.59,6.57,22.0
-23137.34,-36750.27,5.52,23.0
-23131.41,-36747.45,9.25,24.0
-23150.73,-36733.88,16.54,25.0
-23152.45,-36745.67,16.69,26.0
-23160.66,-36735.32,4.41,27.0
-23141.85,-36730.99,0.65,28.0
-23146.66,-36750.37,2.75,29.0
-23163.78,-36733.52,3.12,30.0
-23158.26,-36739.93,3.31,31.0
-23147.45,-36748.82,6.92,33.0
-23140.12,-36744.64,8.37,34.0
-23141.86,-36745.92,8.3,35.0
-23158.13,-36748.66,16.26,36.0
-23153.33,-36730.84,10.48,37.0
-23142.11,-36736.57,4.96,38.0
-23129.68,-36739.07,5.52,39.0
-23134.8,-36748.84,7.54,40.0
-23163.85,-36742.35,17.24,42.0
-23152.09,-36742.69,3.39,43.0
-23139.89,-36737.87,5.6,44.0
-23161.97,-36736.83,6.86,45.0
-23136.22,-36746.99,2.69,46.0
-23130.82,-36744.17,12.94,47.0
-23147.63,-36734.85,1.72,48.0
-23137.03,-36739.51,12.73,49.0
-23133.02,-36739.39,13.06,50.0
-23161.83,-36748.03,6.03,51.0
-23130.85,-36729.99,1.41,52.0
-23133.71,-36750.21,10.18,53.0
-23159.9,-36738.25,4.27,54.0
-23164.85,-36735.33,5.05,55.0
-23155.85,-36734.22,12.3,56.0
-23154.38,-36750.34,1.21,57.0
-23149.17,-36749.75,1.68,58.0
-23133.07,-36748.21,8.07,59.0
-23144.41,-36745.61,3.64,60.0
-23158.29,-36738.41,6.62,61.0
-23163.86,-36750.22,11.58,62.0
-23156.85,-36744.96,20.0,63.0
-23137.57,-36730.96,0.35,64.0
-23164.55,-36736.81,4.44,65.0
-23130.97,-36735.73,8.49,67.0
-23159.43,-36730.8,14.49,68.0
-23142.64,-36748.56,20.91,69.0
-23141.87,-36740.59,20.83,70.0
-23158.03,-36736.33,2.85,71.0
-23148.11,-36742.03,14.45,72.0
-23161.1,-36743.97,16.49,73.0
-23138.99,-36748.07,7.33,74.0
-23155.34,-36740.74,4.47,75.0
-23130.17,-36747.91,9.26,76.0
-23145.32,-36730.97,8.55,77.0
-23164.15,-36731.91,2.18,78.0
-23145.22,-36733.61,6.57,79.0
-23164.82,-36739.71,6.2,80.0
-23137.58,-36743.69,16.9,81.0
-23135.33,-36740.64,22.59,82.0
-23164.36,-36746.11,18.56,83.0
-23144.76,-36737.88,2.44,84.0
-23149.47,-36738.83,16.54,85.0
-23140.73,-36747.83,9.37,86.0
-23153.65,-36738.53,2.51,87.0
-23140.68,-36735.46,11.8,88.0
-23144.7,-36747.8,4.8,89.0
-23131.53,-36749.84,3.11,90.0
-23149.11,-36746.94,11.3,91.0
-23143.71,-36742.85,5.25,92.0
-23141.66,-36749.83,7.13,93.0
-23134.89,-36733.93,1.21,94.0
