-23161.477000000003,-36741.066,347.53,1.0
-23161.5,-36740.91,347.51,1.0
-23161.504,-36740.97,342.89,1.0
-23161.493,-36740.915,347.59,1.0
-23161.232000000004,-36740.917,347.66,1.0
-23161.549,-36741.104,347.66,1.0
-23161.379,-36740.973,347.31,1.0
-23161.368,-36740.969,347.42,1.0
-23161.232999999997,-36740.872,347.62,1.0
-23161.417999999998,-36740.887,347.63,1.0
-23161.462000000003,-36740.864,347.33,1.0
-23161.436,-36741.04,347.64,1.0
-23161.463,-36741.018,347.36,1.0
-23161.305,-36740.865,347.62,1.0
-23161.388,-36740.864,347.64,1.0
-23161.154,-36740.867999999995,347.49,1.0
-23161.49,-36740.885,347.44,1.0
-23161.065,-36740.869,347.52,1.0
-23161.315,-36740.898,347.67,1.0
-23161.472,-36740.902,347.59,1.0
-23161.497000000003,-36740.881,347.3,1.0
-23161.301,-36740.92,347.6,1.0
-23161.466,-36740.931000000004,347.61,1.0
-23161.243,-36740.97,347.61,1.0
-23161.319,-36741.116,347.41,1.0
-23161.535,-36741.085,347.43,1.0
-23161.428,-36740.867,347.49,1.0
-23161.302000000003,-36740.992999999995,347.56,1.0
-23161.447999999997,-36740.867999999995,347.54,1.0
-23161.408,-36740.984,347.45,1.0
-23161.35,-36740.756,347.66,1.0
-23161.061,-36740.63,347.53,1.0
-23161.245,-36740.645,347.54,1.0
-23161.127999999997,-36740.65,347.52,1.0
-23161.08,-36740.837999999996,347.52,1.0
-23161.055,-36740.697,347.46,1.0
-23161.173,-36740.844,347.56,1.0
-23161.457000000002,-36740.847,347.41,1.0
-23161.206000000002,-36740.662000000004,347.36,1.0
-23161.386000000002,-36740.738,347.6,1.0
-23161.245,-36740.742999999995,347.63,1.0
-23161.161,-36740.7,347.55,1.0
-23161.067000000003,-36740.637,347.53,1.0
-23161.196,-36740.748,357.22,1.0
-23161.119,-36740.763,357.42,1.0
-23161.487999999998,-36740.854,360.21,1.0
-23161.287999999997,-36740.855,360.28,1.0
-23161.362999999998,-36740.854,361.17,1.0
-23161.092999999997,-36740.626000000004,361.29,1.0
-23161.275,-36740.762,360.98,1.0
-23161.255,-36740.672,361.35,1.0
-23161.107999999997,-36740.741,361.28,1.0
-23161.053,-36740.657999999996,361.4,1.0
-23161.119,-36740.817,361.56,1.0
-23161.147999999997,-36740.755,361.57,1.0
-23161.162,-36740.843,361.42,1.0
-23161.237999999998,-36740.76,361.16,1.0
-23161.072999999997,-36740.657999999996,361.07,1.0
-23161.291,-36740.821,361.08,1.0
-23161.138,-36740.733,361.35,1.0
-23161.467999999997,-36741.117999999995,360.91,1.0
-23161.278,-36740.891,360.98,1.0
-23161.531000000003,-36740.995,360.65,1.0
-23161.345,-36740.782,362.46,1.0
-23161.062,-36740.698,362.98,1.0
-23161.095,-36740.616,363.01,1.0
-23161.087000000003,-36740.719,362.96,1.0
-23161.097999999998,-36740.621,362.77,1.0
-23161.092999999997,-36740.736000000004,363.57,1.0
-23161.057,-36740.709,363.18,1.0
-23161.103,-36740.776,363.2,1.0
-23161.171000000002,-36740.815,363.16,1.0
-23161.527000000002,-36741.089,362.42,1.0
-23161.497000000003,-36741.039,362.54,1.0
-23161.276,-36741.098,361.57,1.0
-23161.186,-36740.996,361.3,1.0
-23161.158,-36740.9,361.53,1.0
-23161.146,-36740.899,361.57,1.0
-23161.202999999998,-36740.862,361.47,1.0
-23161.228,-36740.937000000005,361.25,1.0
-23161.506,-36740.984,362.33,1.0
-23161.097999999998,-36740.924,361.52,1.0
-23161.214,-36740.988,361.18,1.0
-23161.173,-36740.95,361.22,1.0
-23161.183999999997,-36740.957,361.24,1.0
-23161.178,-36740.933,361.24,1.0
-23161.051,-36740.886,361.36,1.0
-23161.05,-36740.943999999996,361.25,1.0
-23161.173,-36740.98,361.51,1.0
-23161.243,-36740.953,361.06,1.0
-23161.13,-36740.912000000004,361.27,1.0
-23161.22,-36740.92,361.56,1.0
-23161.327999999998,-36740.931000000004,361.14,1.0
-23161.13,-36740.928,361.32,1.0
-23161.347,-36740.771,364.65,1.0
-23161.092,-36740.834,363.69,1.0
-23161.129,-36740.648,364.53,1.0
-23161.31,-36740.79,364.7,1.0
-23161.072999999997,-36740.786,364.58,1.0
-23161.072999999997,-36740.848,363.84,1.0
-23161.182,-36740.847,364.57,1.0
-23161.19,-36740.733,364.62,1.0
-23161.218999999997,-36740.846,364.61,1.0
-23161.391,-36740.752,364.83,1.0
-23161.398999999998,-36740.786,364.64,1.0
-23161.343999999997,-36740.771,364.59,1.0
-23161.247000000003,-36740.731,364.61,1.0
-23161.317000000003,-36740.742999999995,364.54,1.0
-23161.172000000002,-36740.797999999995,364.52,1.0
-23161.181,-36740.769,364.77,1.0
-23161.392000000003,-36740.852999999996,364.43,1.0
-23139.71,-36739.951,367.85,2.0
-23139.695,-36739.972,367.79,2.0
-23139.682,-36739.818,367.87,2.0
-23139.479,-36739.717000000004,367.96,2.0
-23139.675,-36739.891,367.99,2.0
-23139.602000000003,-36739.937000000005,367.81,2.0
-23139.631,-36739.904,367.98,2.0
-23139.709,-36739.875,367.82,2.0
-23139.696,-36739.956,368.16,2.0
-23139.617000000002,-36739.987,368.14,2.0
-23139.679,-36739.776,368.09,2.0
-23139.705,-36739.972,368.13,2.0
-23139.493,-36739.92,368.78,2.0
-23139.551,-36739.929,368.85,2.0
-23139.261000000002,-36740.14,368.87,2.0
-23139.501,-36740.091,368.57,2.0
-23139.289,-36740.032,368.83,2.0
-23139.558999999997,-36740.059,368.49,2.0
-23139.487,-36740.046,368.57,2.0
-23139.353,-36740.013999999996,368.76,2.0
-23139.284,-36740.006,368.82,2.0
-23139.696,-36739.981,368.39,2.0
-23139.607000000004,-36739.984,368.41,2.0
-23139.533,-36739.979,368.48,2.0
-23139.478,-36739.966,368.62,2.0
-23139.401,-36739.93,368.97,2.0
-23139.667,-36739.902,368.39,2.0
-23139.5,-36739.872,368.81,2.0
-23139.427000000003,-36739.869,368.88,2.0
-23139.465,-36739.964,368.62,2.0
-23139.488999999998,-36739.934,368.58,2.0
-23139.477000000003,-36739.913,368.87,2.0
-23139.381,-36739.917,368.86,2.0
-23139.267000000003,-36739.928,368.79,2.0
-23139.522999999997,-36739.939,368.56,2.0
-23139.708,-36739.948,368.19,2.0
-23139.662,-36739.94,368.37,2.0
-23139.479,-36739.927,368.72,2.0
-23139.436,-36739.918,368.9,2.0
-23139.313,-36739.929,368.79,2.0
-23139.652000000002,-36739.655,368.56,2.0
-23139.562,-36739.864,368.32,2.0
-23139.481,-36739.852999999996,368.71,2.0
-23139.428,-36739.849,368.85,2.0
-23139.332000000002,-36739.852999999996,368.84,2.0
-23139.595,-36739.817,368.25,2.0
-23139.546000000002,-36739.816,368.41,2.0
-23139.439,-36739.814,368.7,2.0
-23139.662999999997,-36739.961,368.38,2.0
-23139.582000000002,-36739.964,368.42,2.0
-23139.423,-36739.976,368.86,2.0
-23139.334,-36739.977999999996,368.87,2.0
-23139.694,-36739.655,368.61,2.0
-23139.593999999997,-36739.992999999995,368.44,2.0
-23139.517000000003,-36739.997,368.5,2.0
-23139.456000000002,-36740.006,368.62,2.0
-23139.695,-36739.965,368.33,2.0
-23139.461,-36740.107,369.5,2.0
-23139.371,-36739.905,369.2,2.0
-23139.519,-36739.896,369.48,2.0
-23139.427000000003,-36739.903,369.49,2.0
-23139.682999999997,-36739.88,369.48,2.0
-23139.591,-36739.884,369.48,2.0
-23139.495,-36739.888,369.46,2.0
-23139.515,-36739.987,369.43,2.0
-23139.326,-36739.875,368.8,2.0
-23139.305,-36740.038,368.93,2.0
-23139.519,-36740.013999999996,369.14,2.0
-23139.345,-36739.954,368.75,2.0
-23139.481,-36739.997,369.48,2.0
-23139.618,-36740.004,369.4,2.0
-23139.377,-36739.935,368.72,2.0
-23139.42,-36739.89,368.68,2.0
-23139.392000000003,-36739.831,368.67,2.0
-23139.444,-36739.846,368.5,2.0
-23139.438,-36739.877,368.41,2.0
-23139.603,-36739.718,368.38,2.0
-23139.496,-36740.01,369.46,2.0
-23139.575,-36740.027,369.32,2.0
-23139.369,-36740.129,368.64,2.0
-23139.447,-36740.146,368.49,2.0
-23139.46,-36739.945,368.45,2.0
-23139.451,-36740.03,368.5,2.0
-23139.301,-36740.15,369.49,2.0
-23139.385,-36740.143,368.73,2.0
-23139.529,-36739.814,368.96,2.0
-23139.655,-36739.693,368.49,2.0
-23139.606,-36739.975,368.48,2.0
-23139.66,-36739.881,368.4,2.0
-23139.664,-36739.782999999996,368.52,2.0
-23139.456000000002,-36739.778,368.97,2.0
-23139.655,-36739.763,368.61,2.0
-23139.58,-36739.998999999996,368.57,2.0
-23139.575,-36739.9,368.65,2.0
-23139.558999999997,-36739.792,368.7,2.0
-23139.541,-36739.994,368.57,2.0
-23139.568,-36739.924,368.78,2.0
-23139.539,-36739.804,368.77,2.0
-23139.697,-36739.942,368.3,2.0
-23139.695,-36739.848,368.4,2.0
